title,author,publisher,ISBN,category,date,pages,price,discount_price
Αποχαιρετισμός στη σιωπή,Αλμύρα,Αλμύρα,978-9925-7789-1-1,Βιβλία άλλων εκδοτών,Σεπτέμβριος 2021,86,10.09€ , 9.08€
Η εποχή της Σφήκας,Αλμύρα,Αλμύρα,978-9925-7789-0-4,Βιβλία άλλων εκδοτών,Μάρτιος 2021,92,12.72€ , 11.45€
Μισάωρα,Αλμύρα,Αλμύρα,978-9925-7913-2-3,Βιβλία άλλων εκδοτών,Οκτώβριος 2022,68,8.90€ , 8.01€
Ωδή των ονείρων$ Για τη Λάρουσκα και άλλες συλλογές,Αλμύρα,Αλμύρα,978-9925-7789-3-5,Βιβλία άλλων εκδοτών,Σεπτέμβριος 2021,172,15.00€ , 13.50€
Ημιτελές,Αλμύρα,Αλμύρα,978-9925-7789-5-9,Βιβλία άλλων εκδοτών,2021,48,5.05€ , 4.55€
Κέικ γεωγραφίας,Αλμύρα,Αλμύρα,978-9925-7789-8-0,Βιβλία άλλων εκδοτών,Μάιος 2022,180,15.00€ , 13.50€
Κριτικές και σχόλια στο έργο του Γιώργου Φαρσακίδη,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,,"Bιβλία που διαθέτει η ""ΣE""",2016,184,8.00€ , 7.20€
Πολιτιστικά και ευτράπελα από τα στρατόπεδα εξορίστων,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-618-80664-2-7,"Bιβλία που διαθέτει η ""ΣE""",2014,224,10.00€ , 9.00€
Του έρωτα και της μοναξιάς,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,978-960-89525-2-2,"Bιβλία που διαθέτει η ""ΣE""",2007,104,15.00€ , 13.50€
Της πρώιμης νιότης,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,,"Bιβλία που διαθέτει η ""ΣE""",,48,5.00€ , 4.50€
Ομήρου Ιλιάδα. 24 λιθογραφίες. Henri Motte,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,978-960-931003-1,"Bιβλία που διαθέτει η ""ΣE""",,,15.00€ , 13.50€
Ο Μπούμπης. ‘Ενα καλό$ πολύ καλό σκυλάκι,ΚΥΩΝ,ΚΥΩΝ,,"Bιβλία που διαθέτει η ""ΣE""",2012,40,3.00€ , 2.70€
Ο στωικισμός και η ανάγκη καινούργιων θεών,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-960-93-3666-6,"Bιβλία που διαθέτει η ""ΣE""",2012,192,10.00€ , 9.00€
Αναζητώντας την Ιθάκη,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-618-80664-0-3,"Bιβλία που διαθέτει η ""ΣE""",2013,128,10.00€ , 9.00€
Ημερολόγιο του βουνού – 1944,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-618-80664-1-0,"Bιβλία που διαθέτει η ""ΣE""",2014,176,10.00€ , 9.00€
Ένδεκα ημέρες και τρεις χρονιές του εμφυλίου,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-618-80664-3-4,"Bιβλία που διαθέτει η ""ΣE""",2014,96,8.00€ , 7.20€
Θεσσαλονίκη. Σεργιάνι σε παλιούς καιρούς και παλιές γειτονιές,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-960-93-3527-0,"Bιβλία που διαθέτει η ""ΣE""",2011,96,8.00€ , 7.20€
Η Πανδημία Covid-19 ως επιστημονική και κοινωνική πρόκληση τον 21ο αιώνα,ΝΕΟΝ,ΝΕΟΝ,978-618-551-508-5,Βιβλία άλλων εκδοτών,2021,378,35.00€ , 24.50€
Οι γυναίκες από την αστική Γαλλική Επανάσταση στην Παρισινή Κοµµούνα. «Χέρια που επανάσταση ξέρουν να τραγουδούν»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-379-6,Πολιτική & Κοινωνία,Μάιος 2021,192,10.00€ , 7.00€
Για το Πανεπιστήμιο των σύγχρονων αναγκών και δυνατοτήτων της εποχής μας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ISBN 978-960-451-378-9,Πολιτική & Κοινωνία,Απρίλιος 2021,80,4.00€ , 3.00€
Τα μυστικά του φεγγαριού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-369-7,Παιδική & Νεανική Βιβλιοθήκη,Απρίλιος 2021,32,13.00€ , 9.10€
Ο εφιάλτης των Βερσαλλιών,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-377-2,Ξένη Λογοτεχνία,Απρίλιος 2021,48,4.00€ , 2.80€
Το Κεφάλαιο και Θεωρίες για την υπεραξία (τόμοι 6),,,,Μαρξ - Ένγκελς - Λένιν,,,180.00€ , 108.00€
Η ΚΟΜΜΟΥΝΑ ΤΟΥ ΠΑΡΙΣΙΟΥ. Η μεγάλη σύγκρουση της εργατικής τάξης με τους εκμεταλλευτές της το 19ο αιώνα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-376-5,Πολιτική & Κοινωνία,Απρίλιος 2021,48,4.00€ , 3.00€
Όταν χτιζόταν το καράβι. Ρεπορτάζ για μια απεργία,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-375-8,Ελληνική Λογοτεχνία,Μάρτιος 2021,176,10.00€ , 7.00€
Η Φιλική Εταιρία στη Ρωσία. Ο απελευθερωτικός αγώνας του ελληνικού λαού στις αρχές  του 19ου αιώνα και οι ρωσοελληνικές σχέσεις,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ|Σύλλογος «Εμείς που σπουδάσαμε στο σοσιαλισμό»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ|Σύλλογος «Εμείς που σπουδάσαμε στο σοσιαλισμό»,978-960-451-374-1,Πολιτική & Κοινωνία,Μάρτιος 2021,464,17.00€ , 11.90€
Ο φτωχόκοσμος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-372-7,Ξένη Λογοτεχνία,Μάρτιος 2021,256,11.00€ , 7.70€
Η ΔΙΚΗ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ. Η αποκάλυψη του πραγματικού προσώπου της εγκληματικής-ναζιστικής οργάνωσης – EBOOK (epub),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-373-4,Πολιτική & Κοινωνία,Μάρτιος 2021,,5.00€,
1850 Καρλ Μαρξ. Κείμενα από τη δεκαετία του 1850 (Α+Β Τόμος),ΚΨΜ,ΚΨΜ,978-618-5156-54-1,Βιβλία άλλων εκδοτών,2018,1600,55.00€ , 49.50€
1840 Καρλ Μαρξ. Κείμενα από τη δεκαετία του 1840,ΚΨΜ,ΚΨΜ,978-960-6750-88-5,Βιβλία άλλων εκδοτών,2014,672,26.88€ , 24.19€
Ο «Στρατηγός». Αναμνήσεις για τον Φρίντριχ Ένγκελς,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-370-3,Πολιτική & Κοινωνία,Φεβρουάριος 2021,304,15.00€ , 10.50€
Η ζωή των αστεριών,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-368-0,Παιδική & Νεανική Βιβλιοθήκη,Φεβρουάριος 2021,48,9.00€ , 6.30€
Άπαντα – Τόμος 03 (Μάρτης – Οκτώβρης 1917),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-367-3,Πολιτική & Κοινωνία,Ιανουάριος 2021,496,20.00€ , 14.00€
Τάτλιν: Μνημείο στη Γ΄ Διεθνή. Αριστερός μοντερνισμός και Οχτωβριανή Επανάσταση,ΚΨΜ,ΚΨΜ,978-618-5156-80-0,Βιβλία άλλων εκδοτών,2020,,14.00€ , 12.60€
Λογολογίες,ΠΑΠΑΖΗΣΗΣ,ΠΑΠΑΖΗΣΗΣ,978-960-02-3410-7,Βιβλία άλλων εκδοτών,2018,,19.08€ , 17.17€
O Δον Κιχώτης. B’ τόμος,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-16-1255-3,Βιβλία άλλων εκδοτών,2013,,27.50€ , 24.75€
O Δον Κιχώτης. Α’ τόμος,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-16-1245-4,Βιβλία άλλων εκδοτών,2014,,25.50€ , 22.95€
Άκουσε τη φωνή μου κι έλα,ΚΕΔΡΟΣ,ΚΕΔΡΟΣ,978-960-04-5049-1,Βιβλία άλλων εκδοτών,2020,,25.00€ , 22.50€
Όλοι οι άνθρωποι του βασιλιά,ΠΟΛΙΣ,ΠΟΛΙΣ,978-960-435-721-5,Βιβλία άλλων εκδοτών,2020,,24.99€ , 22.49€
Η χρονιά θανάτου του Ρικάρντο Ρέις,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-6689-1,Βιβλία άλλων εκδοτών,2020,,18.00€ , 16.20€
Η μέθοδος Καταλανόττι,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-168-996-8,Βιβλία άλλων εκδοτών,2020,,12.20€ , 10.98€
Το βασίλειο,Μεταίχμιο,Μεταίχμιο,978-618-03-2305-4,Βιβλία άλλων εκδοτών,2020,,20.00€ , 18.00€
Η ελληνική οικονομία μετά το 1950. Περίοδος 1950-1973: Ανάπτυξη$ νομισματική σταθερότητα και κρατικός παρεμβατισμός,ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ,ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ,978-618-5536-00-8,Βιβλία άλλων εκδοτών,2020,,18.00€ , 16.20€
Η Συμφωνία που «γκρίζαρε» το Αιγαίο. Από τα Ίμια στη Μαδρίτη,ΠΕΔΙΟ,ΠΕΔΙΟ,978-960-635-224-9,Βιβλία άλλων εκδοτών,2020,,16.90€ , 15.21€
Το πικρό ποτήρι. Ο Καποδίστριας$ η Ρωξάνδρα και η Ελλάδα,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-16-9134-3,Βιβλία άλλων εκδοτών,2020,,12.20€ , 10.98€
Η Ελληνική Επανάσταση μέσα από τα μάτια των Οθωμανών,ΤΟΠΟΣ,ΤΟΠΟΣ,978-960-499-339-0,Βιβλία άλλων εκδοτών,2020,,13.90€ , 12.51€
Ενάντια σε φρούρια και τείχη,ΔΙΟΠΤΡΑ,ΔΙΟΠΤΡΑ,978-960-653-183-5,Βιβλία άλλων εκδοτών,2020,,16.60€ , 14.94€
Ιστορία ενός οδοιπόρου: Στρατής Δούκας,Μεταίχμιο,Μεταίχμιο,978-618-032-387-0,Βιβλία άλλων εκδοτών,2020,,11.00€ , 9.90€
Το χρυσό μοσχάρι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-366-6,Ξένη Λογοτεχνία,Ιανουάριος 2021,512,18.00€ , 12.60€
Το γίγνεσθαι της μεθόδου επιστημονικής έρευνας του Κ. Μαρξ (λογική πτυχή),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-365-9,Πολιτική & Κοινωνία,Δεκέμβριος 2020,440,20.00€ , 14.00€
Η μεγάλη γαλλική επανάσταση,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-362-8,Πολιτική & Κοινωνία,Δεκέμβριος 2020,216,13.00€ , 9.10€
Θύμιος Καψής (Ανάποδος). Κομμουνιστής λαϊκός ηγέτης της Ρούμελης και της Εύβοιας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-364-2,Πολιτική & Κοινωνία,Δεκέμβριος 2020,248,11.00€ , 7.70€
Δημοσθένης Λιγδόπουλος$ 1898-1920$ πρωτοπόρος κομμουνιστής. 100 χρόνια από τη δολοφονία του,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ - ΡΙΖΟΣΠΑΣΤΗΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ - ΡΙΖΟΣΠΑΣΤΗΣ,978-960-451-361-1,Πολιτική & Κοινωνία,Νοέμβριος 2020,64,4.00€ , 3.00€
Δημοσθένης Λιγδόπουλος$ 1898-1920$ πρωτοπόρος κομμουνιστής. 100 χρόνια από τη δολοφονία του – E-BOOK (pdf),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ - ΡΙΖΟΣΠΑΣΤΗΣ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ - ΡΙΖΟΣΠΑΣΤΗΣ,978-960-451-363-5,Πολιτική & Κοινωνία,Νοέμβριος 2020,,2.50€,
Χιλιάδες αγκαλιές,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-353-6,Παιδική & Νεανική Βιβλιοθήκη,Νοέμβριος 2020,40,13.00€ , 9.10€
Η διαλεκτική του συγκεκριμένου και του αφηρημένου στο Κεφάλαιο του Μαρξ,ΕΝΕΚΕΝ ΦΙΛΟΣΟΦΙΑΣ,ΕΝΕΚΕΝ ΦΙΛΟΣΟΦΙΑΣ,978-960-86532-6-9,Βιβλία άλλων εκδοτών,2017,,15.05€ , 13.54€
Νίκος Μπελογιάννης. Ο άνθρωπος με το γαρύφαλλο,ΔΑΜΙΑΝΟΣ,ΔΑΜΙΑΝΟΣ,978-960-6678-28-8,Βιβλία άλλων εκδοτών,2012,,9.54€ , 8.59€
Η διαφορά της δημοκρίτειας και επικούρειας φυσικής φιλοσοφίας,ΓΝΩΣΗ,ΓΝΩΣΗ,978-960-235-851-1,Βιβλία άλλων εκδοτών,1983,,18.00€ , 16.20€
Η Ελλάδα$ η Τουρκία και το Ανατολικό Ζήτημα,ΓΝΩΣΗ,ΓΝΩΣΗ,978-960-235-849-8,Βιβλία άλλων εκδοτών,1985,,19.80€ , 17.82€
Ο Ηλίθιος. Επίτομο,ΓΚΟΒΟΣΤΗΣ,ΓΚΟΒΟΣΤΗΣ,978-960-446-214-8,Βιβλία άλλων εκδοτών,2014,,24.50€ , 22.05€
ΙΣΤΟΡΙΑ ΤΟΥ ΕΛΛΗΝΙΚΟΥ ΕΜΦΥΛΙΟΥ ΠΟΛΕΜΟΥ ΤΟΜΟΣ Β,ΒΙΒΛΙΟΡΑΜΑ,ΒΙΒΛΙΟΡΑΜΑ,978-960-8087-13-9,Βιβλία άλλων εκδοτών,2006,680,38.16€ , 34.34€
ΙΣΤΟΡΙΑ ΤΟΥ ΕΛΛΗΝΙΚΟΥ ΕΜΦΥΛΙΟΥ ΠΟΛΕΜΟΥ ΤΟΜΟΣ Α,ΒΙΒΛΙΟΡΑΜΑ,ΒΙΒΛΙΟΡΑΜΑ,978-960-8087-13-9,Βιβλία άλλων εκδοτών,2002,640,38.16€ , 34.34€
ΤΙ ΕΙΔΑ ΕΙΣ ΤΗΝ ΡΩΣΣΙΑΝ ΤΩΝ ΣΟΒΙΕΤ,ΑΡΧΕΙΟ,ΑΡΧΕΙΟ,978-618-80935-5-3,Βιβλία άλλων εκδοτών,2014,,18.00€ , 16.20€
ΣΥΝΟΨΗ ΤΟΥ ΚΕΦΑΛΑΙΟΥ,ΑΛΦΕΙΟΣ,ΑΛΦΕΙΟΣ,978-960-6679-05-6,Βιβλία άλλων εκδοτών,2009,,8.48€ , 7.63€
Οι μέρες του Πολυτεχνείου μέσα από «Τη Φωνή της Αλήθειας». Άγνωστο και αδημοσίευτο υλικό (έντυπο),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-358-1,Πολιτική & Κοινωνία,Νοέμβριος 2020,64,4.00€ , 3.20€
Οι μέρες του Πολυτεχνείου μέσα από «Τη Φωνή της Αλήθειας». Άγνωστο και αδημοσίευτο υλικό – E-BOOK (pdf),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-360-4,Πολιτική & Κοινωνία,Νοέμβριος 2020,,2.50€,
ΣΧΕΔΙΟ ΓΙΑ ΜΙΑ ΙΣΤΟΡΙΑ ΤΗΣ ΝΕΟΕΛΛΗΝΙΚΗΣ ΛΟΓΟΤΕΧΝΙΑΣ,ΑΛΦΕΙΟΣ,ΑΛΦΕΙΟΣ,978-960-325-840-7,Βιβλία άλλων εκδοτών,2009,,19.58€ , 17.62€
Η ΓΕΡΜΑΝΙΚΗ ΙΔΕΟΛΟΓΙΑ ΤΟΜΟΣ ΠΡΩΤΟΣ,GUTENBERG,GUTENBERG,960-01-0191-4,Βιβλία άλλων εκδοτών,1997,,19.91€ , 17.92€
Η ΓΕΡΜΑΝΙΚΗ ΙΔΕΟΛΟΓΙΑ ΤΟΜΟΣ ΔΕΥΤΕΡΟΣ,GUTENBERG,GUTENBERG,978-060-01-0193-0,Βιβλία άλλων εκδοτών,1989,,19.91€ , 17.92€
ΤΙ ΕΙΝΑΙ ΚΑΙ ΤΙ ΘΕΛΕΙ ΤΟ ΕΑΜ – ΑΡΗΣ ΒΕΛΟΥΧΙΩΤΗΣ. Ο ΛΟΓΟΣ ΣΤΗ ΛΑΜΙΑ,ΣΤΟΧΑΣΤΗΣ,ΣΤΟΧΑΣΤΗΣ,978-960-303-232-8,Βιβλία άλλων εκδοτών,2016,112,10.60€ , 9.54€
ΔΙΚΕΣ ΤΩΝ ΔΟΣΙΛΟΓΩΝ 1944-1949,ΠΟΛΙΣ,ΠΟΛΙΣ,978-960-435-461-0,Βιβλία άλλων εκδοτών,2020,686,24.99€ , 22.49€
ΤΟ ΑΝΘΡΩΠΙΝΟ ΚΤΗΝΟΣ,Ο ΚΟΣΜΟΣ,Ο ΚΟΣΜΟΣ,00113118,"Bιβλία που διαθέτει η ""ΣE""",2018,,5.00€ , 4.00€
ΣΕΛΙΔΕΣ ΤΗΣ ΕΠΑΝΑΣΤΑΣΗΣ,ΝΙΚΑΣ,ΝΙΚΑΣ,978-960-296-262-6,Βιβλία άλλων εκδοτών,2018,,11.02€ , 9.92€
ΕΥΓΕΝΙΑ ΓΚΡΑΝΤΕ,ΝΙΚΑΣ,ΝΙΚΑΣ,978-960-296-247-3,Βιβλία άλλων εκδοτών,2016,,12.72€ , 11.45€
ΟΙ ΦΤΩΧΟΙ,ΝΙΚΑΣ,ΝΙΚΑΣ,978-960-296-273-2,Βιβλία άλλων εκδοτών,2019,,10.99€ , 9.89€
ΠΟΙΗΣΗ ΟΔΥΣΣΕΑ ΕΛΥΤΗ,ΙΚΑΡΟΣ,ΙΚΑΡΟΣ,978-960-7721-82-2,Βιβλία άλλων εκδοτών,2015,,55.26€ , 49.73€
ΙΣΤΟΡΙΕΣ ΤΟΥ Κ. ΚΟΥΝΕΡ,ΘΕΜΕΛΙΟ,ΘΕΜΕΛΙΟ,978-960-310-111-7,Βιβλία άλλων εκδοτών,2008,,8.48€ , 7.63€
Πρώιμοι πελαργοί,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-048-1,Βιβλία άλλων εκδοτών,1986,,12.72€ , 11.45€
ΟΙ ΔΡΟΜΟΙ ΤΗΣ ΠΕΙΝΑΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-024-8,Βιβλία άλλων εκδοτών,1990,,15.90€ , 14.31€
ΝΕΚΡΕΣ ΨΥΧΕΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-200-3,Βιβλία άλλων εκδοτών,1993,,19.08€ , 17.17€
ΤΑ ΠΑΙΔΙΚΑ ΧΡΟΝΙΑ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-149-Χ,Βιβλία άλλων εκδοτών,1990,,15.90€ , 14.31€
ΖΕΡΜΙΝΑΛ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-009-2,Βιβλία άλλων εκδοτών,1988,,21.20€ , 19.08€
Η ΚΟΥΖΙΝΑ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-289-8,Βιβλία άλλων εκδοτών,2010,,25.44€ , 22.90€
Ο ΑΣΠΡΟΔΟΝΤΗΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-621-1,Βιβλία άλλων εκδοτών,2006,,19.08€ , 17.17€
ΑΠΟΜΝΗΜΟΝΕΥΜΑΤΑ ΣΤΡΑΤΗΓΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-585-1,Βιβλία άλλων εκδοτών,1998,,26.50€ , 21.20€
ΙΣΤΟΡΙΕΣ ΜΠΡΕΧΤ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-201-1,Βιβλία άλλων εκδοτών,1993,,12.72€ , 11.45€
Ο ΗΡΕΜΟΣ ΝΤΟΝ 4 ΤΟΜΟΙ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-314-Χ,Βιβλία άλλων εκδοτών,1992,,106.00€ , 95.40€
Ο ΔΡΟΜΟΣ ΜΕ ΤΙΣ ΦΑΜΠΡΙΚΕΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,ΖΑΧΑΡΟΠΟΥΛΟΣ,978-960-208-111-2,Βιβλία άλλων εκδοτών,1989,,15.90€ , 14.31€
ΣΥΝΤΟΜΗ ΙΣΤΟΡΙΑ ΤΗΣ ΒΥΖΑΝΤΙΝΗΣ ΚΟΙΝΩΝΙΑΣ (4ος αι.-1204),ΕΝΤΟΣ,ΕΝΤΟΣ,978-960-614-008-2,Βιβλία άλλων εκδοτών,2018,,16.00€ , 14.40€
ΠΟΙΗΜΑΤΑ ΑΓΩΝΙΣΤΡΙΩΝ ΣΤΙΣ ΓΥΝΑΙΚΕΙΕΣ ΦΥΛΑΚΕΣ ΑΒΕΡΩΦ,ΕΝΤΟΣ,ΕΝΤΟΣ,978-960-9492-13-3,Βιβλία άλλων εκδοτών,2011,,15.00€ , 13.50€
Η ΚΑΤΑΣΤΑΣΗ ΤΗΣ ΕΡΓΑΤΙΚΗΣ ΤΑΞΗΣ ΣΤΗΝ ΑΓΓΛΙΑ ΜΕΡΟΣ Β,ΜΠΑΫΡΟΝ,ΜΠΑΫΡΟΝ,17204002,"Bιβλία που διαθέτει η ""ΣE""",2018,,16.96€ , 15.26€
Η ΚΑΤΑΣΤΑΣΗ ΤΗΣ ΕΡΓΑΤΙΚΗΣ ΤΑΞΗΣ ΣΤΗΝ ΑΓΓΛΙΑ ΜΕΡΟΣ Α,ΜΠΑΫΡΟΝ,ΜΠΑΫΡΟΝ,17204001,"Bιβλία που διαθέτει η ""ΣE""",2018,,12.72€ , 11.45€
Γ΄ ΧΡΙΣΤΙΑΝΙΚΟΝ ΠΑΡΘΕΝΑΓΩΓΕΙΟΝ ΔΕΜΕΝΟ,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-6497-2,Βιβλία άλλων εκδοτών,2018,,12.00€ , 10.80€
ΑΠΟ ΤΗΝ ΑΙΧΜΑΛΩΣΙΑ,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-4079-2,Βιβλία άλλων εκδοτών,2006,,14.84€ , 13.36€
Η ΠΑΝΟΥΚΛΑ,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-2738-0,Βιβλία άλλων εκδοτών,2001,,16.00€ , 14.40€
ΑΝΑΜΝΗΣΕΙΣ ΕΝΟΣ ΑΝΤΑΡΤΗ ΤΟΜΟΣ Γ,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-5699-1,Βιβλία άλλων εκδοτών,2015,,18.02€ , 16.22€
ΑΝΑΜΝΗΣΕΙΣ ΕΝΟΣ ΑΝΤΑΡΤΗ ΤΟΜΟΣ Β,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-2427-3,Βιβλία άλλων εκδοτών,1989,,22.26€ , 20.03€
ΑΝΑΜΝΗΣΕΙΣ ΕΝΟΣ ΑΝΤΑΡΤΗ ΤΟΜΟΣ Α,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-0340-1,Βιβλία άλλων εκδοτών,1989,,12.72€ , 11.45€
ΤΟ ΤΕΤΡΑΔΙΟ,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-5043-2,Βιβλία άλλων εκδοτών,2010,,12.72€ , 11.45€
ΤΟ ΤΕΛΕΥΤΑΙΟ ΤΕΤΡΑΔΙΟ,ΚΑΣΤΑΝΙΩΤΗΣ,ΚΑΣΤΑΝΙΩΤΗΣ,978-960-03-5345-7,Βιβλία άλλων εκδοτών,2011,,12.72€ , 11.45€
Ο ΜΙΚΡΟΣ ΠΡΙΓΚΙΠΑΣ,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-600-090-4,Βιβλία άλλων εκδοτών,2019,,6.60€ , 5.94€
ΤΟ ΡΟΛΟΙ ΤΟΥ ΚΟΣΜΟΥ ΧΤΥΠΑ ΜΕΣΑΝΥΧΤΑ,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-16-6034-9,Βιβλία άλλων εκδοτών,2018,,18.80€ , 17.00€
ΟΙ ΚΕΡΑΣΙΕΣ Θ ΑΝΘΙΣΟΥΝ ΚΑΙ ΦΕΤΟΣ,ΠΑΤΑΚΗΣ,ΠΑΤΑΚΗΣ,978-960-16-6032-5,Βιβλία άλλων εκδοτών,2019,,16.60€ , 15.00€
